GeneID	Length	Control-1	Control-2	Control-3	Cys247X.AS-1	Cys247X.AS-2	Cys247X.AS-3	Cys247X-1	Cys247X-2	Cys247X-3
ENSG00000170275	6695	48442	12784	15688	18692	14734	18863	15484	18340	17700
ENSG00000272149	305	9	5	5	14	10	17	1	2	1
ENSG00000173705	4602	1000	247	436	290	217	283	125	281	334
ENSG00000230119	96	0	0	0	0	0	0	0	0	0
ENSG00000153558	7644	4817	1706	2058	1119	1306	2049	1734	2480	2439
ENSG00000153560	9760	11746	4697	5832	3007	3697	4243	5667	6367	7683
ENSG00000252700	62	0	2	2	0	0	0	0	1	0
ENSG00000202175	116	0	0	0	0	1	0	0	0	2
ENSG00000163539	15214	8752	4912	5389	3014	2614	4953	4411	4903	7741
ENSG00000238008	224	0	0	0	0	0	0	0	0	0
ENSG00000228112	355	0	0	0	0	0	0	0	0	0
ENSG00000227707	333	0	0	0	0	0	0	0	0	0
ENSG00000271643	4524	2393	715	1010	656	806	763	951	1215	1289
ENSG00000170248	8819	14061	5954	6577	4442	4762	5502	6614	7654	9659
ENSG00000226320	7949	91	32	32	52	63	73	17	96	110
ENSG00000287981	2188	0	0	0	0	0	3	0	0	0
ENSG00000236452	555	30	16	8	14	5	33	5	28	33
ENSG00000227498	574	0	0	0	0	0	0	0	0	0
ENSG00000287641	713	3	2	1	1	3	7	1	5	7
ENSG00000235534	1214	0	0	0	0	0	0	0	0	0
ENSG00000228767	1445	0	0	0	0	0	0	0	0	0
ENSG00000212442	107	0	0	0	0	0	0	0	0	0
ENSG00000172995	10092	116	48	79	56	45	66	23	175	61
ENSG00000230830	542	0	0	0	0	0	0	0	0	0
ENSG00000207625	84	0	0	0	0	0	0	0	0	0
ENSG00000226489	333	0	0	0	0	0	0	0	0	0
ENSG00000236158	682	0	0	0	0	0	0	0	0	0
ENSG00000144681	4396	781	215	282	179	206	138	80	408	252
ENSG00000231382	1451	0	0	1	0	0	0	0	0	0
ENSG00000201315	330	0	0	0	0	0	0	0	0	0
ENSG00000163673	5574	39	14	19	13	12	12	4	33	13
ENSG00000230067	2179	5	1	4	0	2	2	1	0	0
ENSG00000279727	1344	11	2	4	6	2	2	6	4	3
ENSG00000281100	2008	31	13	9	9	9	11	8	18	16
ENSG00000168016	12174	2673	1109	1546	734	817	751	1428	1052	1530
ENSG00000234073	546	0	1	0	0	0	0	0	0	1
ENSG00000210181	126	0	0	0	0	0	0	0	2	1
ENSG00000272334	556	6	7	5	3	1	4	8	10	11
ENSG00000236165	525	5	1	1	0	3	2	1	1	0
ENSG00000178567	8089	14000	4851	6611	3882	4177	4737	4886	6065	6179
ENSG00000076242	3532	5850	2101	2382	1734	1878	2833	1630	2320	2378
ENSG00000224858	492	99	26	44	8	14	18	26	11	22
ENSG00000093167	10674	7017	2596	2837	2478	2205	3135	3509	3523	4119
ENSG00000206645	102	0	0	0	0	0	3	0	1	2
ENSG00000225558	445	5	1	2	0	1	0	1	0	2
ENSG00000199594	104	0	0	0	0	0	0	0	0	0
ENSG00000224080	447	51	21	21	29	31	37	50	29	43
ENSG00000271993	628	20	14	16	6	7	12	25	13	14
ENSG00000231449	463	2	1	1	1	2	5	1	1	0
ENSG00000271653	1210	1	0	0	0	1	1	1	1	0
ENSG00000270194	2389	5844	1492	1825	2147	1801	2888	990	2216	1831
ENSG00000144674	10737	20254	11159	10597	5871	6830	9662	8565	13643	16189
ENSG00000230409	906	409	116	181	108	153	67	128	118	171
ENSG00000222208	118	1	2	0	0	0	0	0	1	2
ENSG00000198590	8964	125	52	57	27	66	76	69	83	90
ENSG00000144668	8270	770	186	287	266	170	344	283	514	292
ENSG00000239105	63	0	0	0	0	0	0	0	0	0
ENSG00000235257	19054	904	304	386	269	277	462	447	514	601
ENSG00000235482	791	0	0	0	0	0	1	1	0	2
ENSG00000236411	525	68	15	28	14	20	25	28	28	42
ENSG00000144677	5876	6632	2060	2303	2208	1871	3124	2816	3653	3562
ENSG00000199075	77	3	0	1	0	0	0	1	0	2
ENSG00000136059	6476	933	328	399	273	291	642	180	265	224
ENSG00000187091	4314	2354	760	775	671	793	1706	479	919	762
ENSG00000200579	102	1	0	0	0	1	0	0	0	0
ENSG00000008226	8338	119	59	83	65	112	111	43	182	76
ENSG00000231668	637	1	0	0	0	0	0	0	2	0
ENSG00000060971	7106	6147	1703	2171	1738	1639	3124	1703	2500	2335
ENSG00000201965	103	0	0	0	0	0	0	0	0	0
ENSG00000172936	3989	2446	1047	1104	1088	884	1238	2047	1501	1842
ENSG00000172939	6071	11660	4229	4829	3509	3125	3829	4531	4590	6272
ENSG00000172940	2997	1	4	5	0	1	7	4	1	3
ENSG00000237982	485	0	0	0	0	0	0	0	0	0
ENSG00000144671	3659	2	1	2	0	1	3	3	0	2
ENSG00000199514	107	0	0	0	0	0	0	0	0	0
ENSG00000230123	576	0	0	0	0	0	0	0	0	0
ENSG00000093217	6327	353	163	196	56	84	195	89	160	199
ENSG00000229589	2517	568	149	140	111	155	146	292	217	186
ENSG00000114739	15705	3812	1914	1861	1706	1410	1592	1848	1170	1937
ENSG00000157036	5575	1268	573	746	351	370	572	770	807	1228
ENSG00000207512	102	0	0	0	0	0	0	0	0	0
ENSG00000230683	383	0	0	0	0	0	0	0	0	0
ENSG00000232439	524	0	0	0	0	0	0	0	0	0
ENSG00000183873	10017	900	257	320	812	101	467	120	64	166
ENSG00000185313	6734	0	2	10	1	0	0	0	0	0
ENSG00000231243	408	0	0	0	0	0	0	0	0	0
ENSG00000168356	10069	664	303	392	63	68	125	55	34	71
ENSG00000206708	107	0	0	0	0	0	0	0	0	0
ENSG00000114742	7473	6386	2440	3018	2656	2957	3576	4132	3693	4655
ENSG00000114745	6256	7375	2397	2906	2533	2172	3628	2456	3351	3305
ENSG00000168026	7677	678	320	377	221	306	457	183	481	437
ENSG00000284158	61	1	0	0	0	0	1	0	1	0
ENSG00000144655	3230	4024	1356	1456	2056	2470	1665	1066	1165	2125
ENSG00000284669	4975	36	8	12	8	7	13	2	26	18
ENSG00000283849	1818	9	2	3	1	0	1	0	1	2
ENSG00000214305	251	0	0	0	0	0	0	0	0	0
ENSG00000287620	1251	413	99	152	205	152	143	120	143	156
ENSG00000168334	6467	0	2	6	1	1	3	0	3	0
ENSG00000287995	1792	0	0	0	0	0	0	0	0	0
ENSG00000215034	474	1	0	0	0	0	0	0	0	0
ENSG00000287958	2854	1	0	0	0	0	0	0	0	0
ENSG00000168329	3655	22	1	14	10	6	9	6	10	11
ENSG00000270367	1936	0	0	0	0	0	0	0	0	0
ENSG00000287780	764	43	17	15	15	16	29	16	25	18
ENSG00000179934	1484	0	0	2	0	0	0	0	0	0
ENSG00000228168	961	21	5	2	1	2	5	2	2	2
ENSG00000238267	476	0	1	1	0	0	1	0	1	1
ENSG00000223668	1378	47	12	23	4	4	9	6	4	13
ENSG00000144659	2662	5243	1890	2066	1833	1774	2630	1927	2114	2422
ENSG00000168028	3909	70392	18214	21165	24196	24643	36653	15101	14268	15631
ENSG00000206760	151	0	0	0	0	0	0	0	0	0
ENSG00000202363	153	0	0	0	0	0	0	0	0	0
ENSG00000286996	1140	40	14	25	4	19	8	14	26	16
ENSG00000286781	1432	0	0	0	0	0	2	0	0	0
ENSG00000168314	9237	3	0	0	1	1	3	1	3	3
ENSG00000285885	1279	0	1	0	0	0	0	0	0	0
ENSG00000230757	774	0	0	1	0	0	0	0	0	0
ENSG00000170011	5868	16569	5140	6481	1638	1544	3562	1489	3866	1915
ENSG00000201570	142	0	0	0	0	0	0	0	0	0
ENSG00000280739	19361	317	123	127	97	102	144	108	140	156
ENSG00000265327	300	2	1	1	0	0	0	0	0	0
ENSG00000202517	134	1	0	0	0	0	0	0	0	0
ENSG00000114784	1889	10070	2841	3677	2924	3070	4010	3258	3239	3349
ENSG00000223797	6253	386	158	169	117	88	196	139	159	210
ENSG00000230274	565	0	0	1	0	0	0	0	1	0
ENSG00000168032	3586	284	63	122	35	37	92	8	135	39
ENSG00000188846	8626	70919	20368	25684	20902	19847	26016	24271	21907	27520
ENSG00000177873	5331	1213	581	639	418	251	563	215	607	539
ENSG00000177842	3783	1016	512	597	381	350	363	385	447	660
ENSG00000199906	113	0	0	0	0	0	0	0	0	0
ENSG00000172888	8943	7127	2430	3556	1883	2194	2049	3243	3588	4792
ENSG00000234067	894	0	0	0	0	0	0	0	0	0
ENSG00000226845	1288	0	0	0	0	0	0	0	1	0
ENSG00000226302	717	0	0	0	0	0	0	0	0	0
ENSG00000229072	273	0	0	0	0	0	0	0	0	0
ENSG00000231873	1140	0	0	0	1	0	0	0	0	0
ENSG00000234287	255	65	10	22	4	8	10	10	6	8
ENSG00000287415	1925	0	0	0	0	0	0	0	0	0
ENSG00000233096	670	0	0	0	0	0	0	0	1	0
ENSG00000233919	610	1	0	1	1	0	0	1	0	3
ENSG00000275256	196	0	0	0	0	0	0	0	0	1
ENSG00000168036	11759	57236	19927	24024	20983	19212	31415	20220	24377	23641
ENSG00000168038	6279	1847	609	757	496	385	1250	927	1426	1038
ENSG00000252409	166	0	0	0	0	0	0	0	0	0
ENSG00000222942	305	1	0	0	0	0	0	0	0	0
ENSG00000223513	245	1	1	1	0	0	0	0	0	0
ENSG00000251986	98	1	0	0	0	0	0	0	0	0
ENSG00000212145	143	0	0	0	0	0	0	0	0	0
ENSG00000234270	319	0	0	0	0	0	0	0	0	0
ENSG00000235339	715	0	0	0	0	0	0	0	0	0
ENSG00000182606	10799	15438	4757	5952	5997	5541	5723	7322	5421	8213
ENSG00000229339	514	0	0	0	0	0	0	0	0	0
ENSG00000234562	726	0	0	0	0	0	0	0	0	0
ENSG00000222872	126	1	0	1	1	0	0	3	0	3
ENSG00000187094	2063	124	3	19	39	17	98	0	8	6
ENSG00000281160	1402	0	0	0	0	0	0	0	0	0
ENSG00000231280	1691	0	0	0	1	0	0	0	0	0
ENSG00000229572	1780	0	0	0	0	0	0	0	0	0
ENSG00000157093	1018	147	25	30	86	41	54	2	10	6
ENSG00000235787	240	0	0	0	0	0	0	0	0	0
ENSG00000114812	7384	41	5	15	16	2	15	1	1	0
ENSG00000232354	5197	0	0	1	2	0	0	0	0	1
ENSG00000093183	8159	6713	2614	2919	2261	1953	2857	3008	3443	3748
ENSG00000008324	1298	876	364	383	331	303	539	450	391	576
ENSG00000114857	17309	16681	8509	10096	2978	4781	5022	6583	10230	14103
ENSG00000230084	3103	168	27	38	30	49	28	60	55	37
ENSG00000114853	5494	6208	1578	2107	2125	2290	3027	2627	2295	2102
ENSG00000287629	4927	0	0	0	0	1	0	2	0	0
ENSG00000240203	303	0	0	0	0	0	0	0	0	0
ENSG00000157119	2499	2	0	0	0	0	2	0	1	0
ENSG00000285539	799	0	0	0	0	0	0	0	0	0
ENSG00000010282	2888	3	1	2	1	1	1	0	0	1
ENSG00000230970	1443	0	0	0	0	0	0	0	0	0
ENSG00000244607	7071	89	19	34	19	25	29	19	60	21
ENSG00000280571	5715	5	0	2	0	0	2	0	0	2
ENSG00000287417	1344	0	0	0	0	0	0	0	0	0
ENSG00000173811	2370	10	1	5	1	1	7	0	1	3
ENSG00000225611	897	1	0	0	0	0	0	0	0	1
ENSG00000181061	1675	7722	2087	2905	2519	2217	3267	2105	2871	2730
ENSG00000235288	1956	0	0	1	1	0	0	0	0	0
ENSG00000144648	5460	33	15	15	10	6	19	5	12	4
ENSG00000273328	3933	20	6	5	4	6	5	3	2	1
ENSG00000273291	1654	3	0	0	0	0	1	0	0	0
ENSG00000240747	2943	0	0	0	1	0	0	0	0	0
ENSG00000180432	4174	0	0	1	0	0	0	0	0	0
ENSG00000236459	946	2	1	0	1	0	0	1	2	2
ENSG00000182983	6352	27	1	1	1	0	1	0	0	1
ENSG00000206552	2134	0	0	0	0	0	0	0	0	0
ENSG00000144649	4442	22	10	10	7	6	40	10	2	1
ENSG00000232375	331	0	0	0	0	0	0	0	0	0
ENSG00000144647	2671	5842	1706	1818	2101	1834	3068	1762	2488	1924
ENSG00000227245	509	1	0	0	0	0	0	0	0	0
ENSG00000285766	701	0	0	0	0	0	0	0	0	0
ENSG00000163788	6981	7346	1921	3026	2702	2582	1939	1990	2158	1991
ENSG00000241939	305	0	1	1	0	0	0	0	3	1
ENSG00000234617	2324	62	56	50	26	31	41	81	63	112
ENSG00000160746	5285	3971	1308	1489	1259	1412	1706	1430	1569	1949
ENSG00000251811	120	0	0	0	0	0	0	0	0	0
ENSG00000223916	515	1	0	1	0	1	0	0	0	0
ENSG00000011198	7539	2532	795	984	711	728	965	1150	1655	1616
ENSG00000235886	411	0	0	0	0	0	0	0	0	0
ENSG00000271192	548	0	0	0	0	0	0	0	0	0
ENSG00000272121	1069	20	3	7	6	7	2	25	4	9
ENSG00000252980	100	0	0	0	0	0	0	0	0	0
ENSG00000207954	99	1	0	1	0	2	0	3	0	9
ENSG00000280435	1670	0	0	0	0	0	0	0	0	0
ENSG00000261786	5067	177	107	106	8	25	42	238	154	418
ENSG00000173769	5334	0	1	1	1	0	1	3	0	1
ENSG00000271937	612	22	2	3	6	14	14	5	6	3
ENSG00000179152	8743	4982	1898	2235	1486	1632	1851	2494	2119	3225
ENSG00000225873	1204	2	3	1	0	0	0	0	0	0
ENSG00000283036	1019	0	0	0	0	0	0	0	0	0
ENSG00000185219	18886	7448	3012	3696	2336	2667	2451	2928	3596	4371
ENSG00000178917	4480	742	300	351	218	229	191	332	394	538
ENSG00000214825	1062	0	0	0	0	0	0	0	0	0
ENSG00000277509	437	0	0	0	0	0	0	0	0	0
ENSG00000196345	4208	2146	976	1137	598	814	1169	545	869	901
ENSG00000236869	456	14	7	12	9	4	5	5	12	3
ENSG00000144792	6513	2549	926	1224	732	887	769	976	897	1079
ENSG00000214820	1089	21	8	16	4	6	2	10	10	17
ENSG00000186448	7995	6783	2773	3255	2192	2090	2498	2509	2990	3508
ENSG00000233509	623	30	17	27	12	19	26	8	7	13
ENSG00000169981	2658	1415	541	734	595	606	448	531	624	612
ENSG00000272077	1953	534	206	249	213	162	257	256	255	225
ENSG00000235805	1576	0	0	0	0	0	0	0	0	0
ENSG00000196653	3273	557	29	238	337	695	346	528	686	609
ENSG00000186446	3910	1332	550	699	447	565	631	561	567	597
ENSG00000163807	5216	10309	2906	3772	3195	2984	3073	4323	4027	4396
ENSG00000163808	5281	875	438	601	468	422	359	506	309	1639
ENSG00000284498	94	0	0	0	0	0	0	0	0	0
ENSG00000169964	3071	1624	642	689	567	676	1123	509	412	549
ENSG00000163810	5443	0	3	1	0	3	1	1	3	0
ENSG00000235845	569	0	0	0	0	0	0	0	0	0
ENSG00000163812	13405	9871	3064	3681	3054	2947	3614	3498	4060	4357
ENSG00000227123	502	0	0	0	0	0	0	0	0	0
ENSG00000075914	4429	3023	866	1227	1253	1059	1522	1144	1122	1174
ENSG00000163815	985	133	2	5	2	12	3	27	17	1
ENSG00000252410	115	0	0	0	0	0	0	0	0	0
ENSG00000163814	6508	798	41	144	384	176	186	32	277	319
ENSG00000224094	402	24	8	9	3	3	5	10	4	11
ENSG00000249992	1822	1274	170	272	559	397	1069	188	619	368
ENSG00000202268	212	0	0	0	0	0	0	0	0	0
ENSG00000011376	12407	6601	2077	2495	2491	1932	2995	1678	2686	2522
ENSG00000232455	575	0	0	0	0	0	0	0	0	0
ENSG00000144791	12676	38789	9377	11719	11333	8666	9755	3887	17658	9508
ENSG00000230530	4528	212	47	83	45	49	82	31	98	55
ENSG00000211456	7337	10029	3557	4123	2284	2127	3983	2637	5450	4784
ENSG00000244357	296	23	9	5	2	7	5	3	13	9
ENSG00000279017	1025	4	0	0	1	1	0	0	1	0
ENSG00000163817	6653	157522	36193	47583	38365	19105	19305	7114	21720	22794
ENSG00000163818	7180	9090	2929	3444	2522	3090	2928	2998	4066	3852
ENSG00000285788	716	14	6	9	6	2	6	1	5	6
ENSG00000236930	474	0	0	0	0	0	1	0	0	0
ENSG00000173585	2807	540	101	176	162	142	90	21	44	39
ENSG00000201635	112	1	0	0	0	0	2	0	0	0
ENSG00000163820	8895	10246	3247	4130	3115	2520	2921	3922	4819	5368
ENSG00000172215	3775	0	0	1	0	2	1	0	0	0
ENSG00000173578	5403	0	1	1	0	0	0	0	0	0
ENSG00000226933	861	1	0	1	0	0	0	0	0	0
ENSG00000229515	1320	0	0	0	0	0	0	0	0	0
ENSG00000183625	3568	2	1	2	0	3	0	2	3	2
ENSG00000163823	2646	0	3	2	1	1	1	0	1	1
ENSG00000236736	1332	0	0	0	0	0	0	0	0	0
ENSG00000121807	3733	1	1	1	0	1	1	0	0	1
ENSG00000223552	656	0	0	0	0	0	0	0	0	0
ENSG00000160791	3672	0	1	1	0	2	4	0	0	2
ENSG00000121797	2991	0	0	0	0	0	0	0	0	0
ENSG00000283646	2951	148	60	64	49	58	49	13	51	75
ENSG00000012223	3989	8	2	13	1	2	3	0	2	0
ENSG00000163825	837	0	0	0	0	0	0	0	0	0
ENSG00000163827	5634	857	390	366	152	188	444	408	620	681
ENSG00000268324	2297	1	2	1	0	0	0	1	0	0
ENSG00000241186	2489	0	1	0	0	1	0	0	0	0
ENSG00000283877	291	0	0	0	0	0	0	0	0	0
ENSG00000283473	1826	2	2	7	0	1	4	0	3	1
ENSG00000286570	654	2	1	0	0	0	2	0	0	0
ENSG00000251967	81	0	0	0	0	0	0	0	0	0
ENSG00000178038	9059	225	94	105	97	111	116	113	86	298
ENSG00000181585	2159	26	16	10	5	9	17	6	6	4
ENSG00000206549	2960	22	3	5	5	11	14	2	18	5
ENSG00000283706	1332	0	0	0	0	0	0	0	0	0
ENSG00000261603	1015	5	4	3	4	4	5	1	10	3
ENSG00000188086	1290	0	0	1	0	0	3	0	0	0
ENSG00000284672	3128	17	2	7	3	10	10	7	8	6
ENSG00000286651	1670	14	4	4	4	9	13	8	8	3
ENSG00000238013	268	0	0	0	0	0	0	0	0	0
ENSG00000226074	1074	4	6	7	4	11	2	3	8	1
ENSG00000178055	1857	0	1	3	0	4	5	0	2	0
ENSG00000160808	2848	74	13	20	36	59	19	52	15	35
ENSG00000160801	2783	241	50	90	84	157	58	166	52	171
ENSG00000273682	129	58	7	14	13	10	14	31	30	11
ENSG00000160799	4754	2859	905	1182	1200	1086	1755	1257	1351	1201
ENSG00000160796	12041	2911	1507	1712	768	1006	1206	1310	1318	2084
ENSG00000236409	1728	18	6	14	3	8	5	2	6	0
ENSG00000181555	10099	20126	7829	8130	6591	5975	6411	8214	8717	11136
ENSG00000275940	176	0	0	0	0	0	0	0	0	0
ENSG00000227398	6987	2799	731	860	782	562	848	340	428	575
ENSG00000088727	5850	706	218	258	252	292	293	228	584	324
ENSG00000239128	104	1	0	0	0	0	0	0	0	0
ENSG00000114648	7064	4173	1172	1601	1450	1039	1336	1132	1503	1471
ENSG00000280173	2124	281	93	117	82	71	82	58	102	105
ENSG00000260236	1911	162	52	51	47	61	87	71	65	58
ENSG00000076201	5975	8127	3029	3380	3052	2233	3308	2943	3111	4131
ENSG00000114650	6288	17370	5674	6707	5579	5029	9130	4934	5119	6385
ENSG00000276925	211	0	0	0	0	0	0	0	0	0
ENSG00000163832	3264	3320	1088	1296	1008	1142	1719	939	1195	1152
ENSG00000271161	567	0	0	0	0	0	0	2	0	0
ENSG00000244732	296	1	0	0	0	0	0	0	0	1
ENSG00000114646	4367	29005	4768	6367	6458	5854	12091	2535	8039	5793
ENSG00000173473	7624	55293	18198	22149	17541	14128	14333	17222	15978	22484
ENSG00000214773	1428	12	2	7	2	3	0	1	1	9
ENSG00000235695	309	1	1	0	0	0	1	0	0	0
ENSG00000132153	7744	15756	6021	6722	6083	5506	8396	5619	7157	7158
ENSG00000274420	124	0	1	0	0	0	0	0	0	0
ENSG00000221585	75	0	0	0	0	0	0	0	0	0
ENSG00000047849	14943	27970	9494	10964	9518	9036	8536	15253	10553	15935
ENSG00000199591	107	0	1	0	0	0	0	0	0	0
ENSG00000224895	755	0	0	0	0	0	0	0	0	1
ENSG00000270285	224	0	0	0	0	0	0	0	0	0
ENSG00000265078	305	0	1	0	0	0	0	0	1	0
ENSG00000236768	547	1	1	1	0	1	0	0	0	0
ENSG00000164045	4145	1507	641	733	750	448	382	634	565	1087
ENSG00000235627	242	0	0	0	0	0	0	0	0	0
ENSG00000253056	62	0	0	0	0	0	0	0	0	0
ENSG00000231884	180	0	0	2	1	0	0	0	0	0
ENSG00000265483	53	0	0	0	0	0	0	0	0	0
ENSG00000164047	745	0	0	0	0	0	0	1	0	0
ENSG00000164048	5521	3558	1397	1810	1460	1147	1788	1015	1446	1430
ENSG00000229759	589	0	0	0	0	0	0	0	0	0
ENSG00000199476	108	13	4	4	9	3	12	10	12	14
ENSG00000172113	7258	4562	1623	2156	1808	1658	1872	1689	2061	2361
ENSG00000228638	583	0	0	0	0	0	0	0	0	0
ENSG00000229453	444	0	0	0	0	0	0	0	0	0
ENSG00000252466	100	0	0	0	0	0	0	0	0	0
ENSG00000164049	3488	16	5	7	11	7	5	6	3	1
ENSG00000277483	299	0	0	0	0	0	0	0	0	0
ENSG00000164050	9768	33063	12383	15477	11522	10897	15049	14203	14898	16388
ENSG00000164051	2410	8472	2253	3567	3790	3526	3255	3232	2983	3155
ENSG00000232112	1139	15934	4026	5511	6166	4450	10258	3891	4403	4800
ENSG00000244380	1051	31	7	21	19	8	11	14	16	6
ENSG00000164053	5431	960	474	464	361	325	677	277	491	600
ENSG00000213689	1448	0	0	0	0	0	0	0	0	0
ENSG00000164054	4664	24631	6166	8616	12363	6327	11005	6388	5573	6772
ENSG00000114268	6107	1930	692	779	725	504	886	327	383	800
ENSG00000278799	61	0	0	0	0	0	0	0	0	0
ENSG00000145040	1498	11	7	5	2	4	7	5	3	8
ENSG00000114270	11071	3120	1596	1541	841	805	1033	1161	807	847
ENSG00000284251	76	0	0	0	0	0	0	0	0	0
ENSG00000010256	3204	16300	4831	5697	5856	4935	8246	4136	4509	5593
ENSG00000183396	576	27	5	7	4	5	4	9	10	5
ENSG00000225697	6373	1941	988	1041	486	448	1129	422	876	1109
ENSG00000284364	63	0	0	0	0	0	0	0	0	0
ENSG00000008300	13850	746	395	825	689	309	254	131	409	373
ENSG00000284575	87	0	0	1	0	0	0	0	0	0
ENSG00000228350	196	19	5	4	8	4	0	10	2	2
ENSG00000271973	279	11	4	0	0	1	2	1	0	4
ENSG00000213672	3431	2270	776	863	731	578	1090	743	687	998
ENSG00000068745	5624	13521	5903	5916	4750	5048	7343	5034	4848	7010
ENSG00000114302	6665	13312	3368	4815	4707	4090	4171	4763	5640	5881
ENSG00000224424	4410	235	48	89	74	44	89	41	57	63
ENSG00000178537	1898	2389	765	909	658	870	1155	603	949	771
ENSG00000221883	1604	309	60	99	108	140	211	108	93	79
ENSG00000177479	8017	15044	4877	5969	4733	4395	5883	5316	5583	6264
ENSG00000235236	660	103	26	36	33	49	38	36	27	22
ENSG00000223343	782	130	53	42	48	53	41	35	30	44
ENSG00000273211	479	74	18	26	18	21	35	16	29	26
ENSG00000178467	7637	11286	3027	3995	4375	3641	6010	2673	3649	3952
ENSG00000285416	763	0	2	1	0	0	0	0	0	0
ENSG00000178252	5304	53103	21485	25263	16584	19459	29085	19049	21536	26000
ENSG00000178149	3686	3466	923	1078	1554	1103	2154	787	987	993
ENSG00000199032	87	0	0	0	0	0	0	0	0	0
ENSG00000178057	1727	4531	1279	1410	1559	1420	3062	1335	1255	1361
ENSG00000207605	92	0	0	0	0	0	0	0	0	0
ENSG00000178035	2773	18883	5598	6556	6723	6070	8443	4855	4605	5946
ENSG00000272434	391	52	11	12	10	27	16	22	6	21
ENSG00000198218	5328	13106	4397	5304	4069	3535	4968	4760	4848	5449
ENSG00000241461	300	0	0	0	0	0	0	0	0	0
ENSG00000172053	4703	41317	12604	15547	13602	12528	15805	11808	13089	13254
ENSG00000284488	61	0	0	0	0	0	0	0	0	0
ENSG00000172046	5723	11546	4236	5018	4408	4160	6191	4253	4154	5163
ENSG00000172037	6865	57059	17243	21067	25253	23943	26756	28363	20401	30104
ENSG00000270441	1799	136	31	45	76	39	74	59	38	37
ENSG00000177352	1791	3690	1272	1387	1279	1333	1749	1162	1190	1243
ENSG00000185909	2171	18094	5027	5790	7121	6169	13844	3458	9859	5338
ENSG00000236980	881	0	0	0	0	0	0	0	0	0
ENSG00000173421	4334	35	8	11	1	2	5	13	18	13
ENSG00000270538	136	1	0	0	0	0	0	0	0	0
ENSG00000225399	1232	5	3	6	2	0	3	4	3	0
ENSG00000188315	4142	1080	429	542	359	334	568	518	474	534
ENSG00000199546	108	0	0	0	4	0	1	0	0	0
ENSG00000264633	67	0	0	0	0	0	0	0	5	0
ENSG00000114316	7328	7490	2335	3210	2240	2188	2859	2472	3126	3764
ENSG00000233276	1183	24736	5979	7407	7684	6670	10975	6214	5204	6056
ENSG00000067560	2498	48983	13534	17074	14615	14812	16192	17903	17845	22994
ENSG00000235908	517	6	3	3	2	7	9	3	4	11
ENSG00000145022	2747	6540	1738	2210	1788	2061	2442	2118	2706	2943
ENSG00000145020	5746	44	26	21	7	10	19	11	39	36
ENSG00000283189	6807	64	28	28	11	23	36	66	41	61
ENSG00000145029	2929	0	0	0	0	0	0	0	1	0
ENSG00000201301	114	0	0	0	0	0	0	0	0	0
ENSG00000173402	6923	46354	11591	15487	15607	13018	11454	17483	15967	18969
ENSG00000226913	2956	29	7	9	5	6	13	8	6	16
ENSG00000164061	16241	744	257	404	408	189	259	199	709	379
ENSG00000235120	461	0	0	0	0	1	0	0	0	0
ENSG00000164062	4425	15638	4723	5747	5244	4412	6963	4950	5096	6237
ENSG00000173531	5084	4468	1431	2187	1467	2303	3020	2704	1906	1970
ENSG00000259970	423	0	1	0	0	0	0	2	0	4
ENSG00000164068	7419	5023	2055	2217	1740	1585	2603	1782	1950	2528
ENSG00000176020	2856	0	0	0	0	0	0	0	0	0
ENSG00000173540	6742	2989	1009	1108	1314	968	1791	866	1268	1361
ENSG00000176095	5200	14077	4128	5460	5142	4347	5483	4028	5275	4629
ENSG00000239576	174	0	0	0	0	0	0	0	0	0
ENSG00000244730	330	0	0	1	0	0	0	0	0	0
ENSG00000187492	3201	5	1	2	11	23	4	14	164	63
ENSG00000185614	1033	24	3	8	5	35	4	6	6	4
ENSG00000182179	4550	647	181	118	182	219	379	158	200	196
ENSG00000283726	109	0	0	0	0	0	0	0	0	0
ENSG00000183763	3261	547	188	234	255	235	311	250	285	559
ENSG00000164076	3613	140	38	180	375	65	159	3	268	129
ENSG00000264706	286	0	0	0	0	0	0	0	0	0
ENSG00000234667	3959	1	0	0	0	0	1	0	0	0
ENSG00000164078	5252	266	40	94	73	77	81	7	42	38
ENSG00000230698	544	0	0	0	0	0	0	0	0	0
ENSG00000228008	921	3	1	3	2	1	0	0	2	0
ENSG00000164077	6446	1003	409	467	295	234	724	216	545	495
ENSG00000004534	7299	12536	6768	6451	4171	6022	8602	5890	7372	11645
ENSG00000003756	10357	23956	11137	13447	5945	7918	12468	6767	10944	14265
ENSG00000281691	1386	3	0	3	11	4	7	0	1	2
ENSG00000235016	2949	79	10	14	32	20	22	23	33	15
ENSG00000001617	4826	7962	2521	2515	4176	3936	5368	2044	3190	4501
ENSG00000207922	94	0	0	0	0	0	0	0	1	0
ENSG00000114349	3936	5	4	3	6	5	7	2	13	0
ENSG00000188338	3968	3354	769	1058	903	665	1761	319	1155	824
ENSG00000114353	7405	20667	6070	7771	9204	8459	10165	10798	8884	10260
ENSG00000275334	55	0	0	0	0	0	0	0	0	0
ENSG00000213600	367	4	0	3	2	1	1	1	2	3
ENSG00000230454	2625	272	94	139	41	96	71	97	127	153
ENSG00000232352	338	53	14	17	17	11	39	6	17	9
ENSG00000012171	5768	18779	4996	5580	2565	3415	7973	2560	4448	4752
ENSG00000283848	62	0	0	0	0	0	0	0	0	0
